time,ground_displacement,relative_displacement,roof_displacement
-3.15,4.6055758573279,-27.184141161575,31.789717018903
-3.14,4.7221116370529,-31.256344945851,35.978456582904
-3.13,4.7617720299444,-34.785119944876,39.546891974821
-3.12,4.7233588027272,-37.701771975323,42.42513077805
-3.11,4.6069105301796,-39.953455917491,44.56036644767
-3.1,4.4137025737007,-41.512416895324,45.926119469025
-3.09,4.1462275399493,-42.364758958018,46.510986497968
-3.08,3.8081565273956,-42.499358248213,46.307514775609
-3.07,3.4042817716392,-41.912585661564,45.316867433203
-3.06,2.9404415937193,-40.606958733746,43.547400327465
-3.05,2.4234288347604,-38.593210737369,41.016639572129
-3.04,1.8608842207487,-35.898306635139,37.759190855888
-3.03,1.2611763389159,-32.567628057523,33.828804396439
-3.02,0.63327011837524,-28.659059541408,29.292329659783
-3.01,-0.013414111034668,-24.243201554572,24.229787443538
-3,-0.66914875912903,-19.396620394628,18.727471635499
-2.99,-1.3240519788576,-14.190778819782,12.866726840925
-2.98,-1.9682431200488,-8.6988086041225,6.7305654840737
-2.97,-2.5919981819192,-3.0017802797069,0.4097820977877
-2.96,-3.1859028128484,2.8121991016381,-5.9981019144864
-2.95,-3.7410004445842,8.6442934172284,-12.385293861813
-2.94,-4.2489332247548,14.379694803821,-18.628628028576
-2.93,-4.7020735251242,19.898163606102,-24.600237131226
-2.92,-5.093643951633,25.08552340793,-30.179167359563
-2.91,-5.4178239635868,29.837475443897,-35.255299407484
-2.9,-5.6698414205151,34.069448623655,-39.73929004417
-2.89,-5.8460476129105,37.713862123979,-43.55990973689
-2.88,-5.9439745935096,40.71454411144,-46.65851870495
-2.87,-5.9623739048931,43.026574353332,-48.988948258225
-2.86,-5.901236092558,44.611659400249,-50.512895492807
-2.85,-5.7617906956249,45.435758471399,-51.197549167024
-2.84,-5.5464867152109,45.474555471612,-51.021042186823
-2.83,-5.2589538683595,44.723909540739,-49.982863409098
-2.82,-4.9039452384325,43.199688770329,-48.103634008761
-2.81,-4.4872622262437,40.93194584992,-45.419208076164
-2.8,-4.015662985329,37.966437661193,-41.982100646522
-2.79,-3.4967557852013,34.357463529616,-37.854219314817
-2.78,-2.9388789841218,30.160423349821,-33.099302333943
-2.77,-2.350969504084,25.431121946688,-27.782091450772
-2.76,-1.7424218820211,20.229831444683,-21.972253326704
-2.75,-1.1229401198601,14.630315753228,-15.753255873088
-2.74,-0.50238466959746,8.7216182706572,-9.2240029402547
-2.73,0.10938303371155,2.610457794442,-2.5010747607304
-2.72,0.70265603949614,-3.5831373898774,4.2857934293735
-2.71,1.268034898194,-9.736074625369,11.004109523563
-2.7,1.7965758138651,-15.725798104916,17.522373918781
-2.69,2.2799315967191,-21.441023881702,23.720955478421
-2.68,2.7104831929381,-26.787300726338,29.497783919276
-2.67,3.0814597177847,-31.678275696487,34.759735414271
-2.66,3.3870450993014,-36.031140261733,39.418185361034
-2.6500000000001,3.6224696510747,-39.769661545343,43.392131196418
-2.6400000000001,3.784085130218,-42.827126682534,46.611211812752
-2.6300000000001,3.8694220971839,-45.140915217765,49.010337314949
-2.6200000000001,3.8772286731296,-46.664978786726,50.542207459855
-2.6100000000001,3.8074900839383,-47.378974272505,51.186464356443
-2.6000000000001,3.6614286830078,-47.27895505072,50.940383733728
-2.5900000000001,3.4414844527836,-46.379165504619,49.820649957402
-2.5800000000001,3.1512762928806,-44.704564374892,47.855840667772
-2.5700000000001,2.795544705647,-42.282114542098,45.077659247745
-2.5600000000001,2.380076783399,-39.141127206444,41.521203989843
-2.5500000000001,1.911614680675,-35.318403563165,37.23001824384
-2.5400000000001,1.3977490153064,-30.859756655418,32.257505670724
-2.5300000000001,0.84679887979026,-25.82415839359,26.67095727338
-2.5200000000001,0.26768035561179,-20.299430020673,20.567110376285
-2.5100000000001,-0.33023439551823,-14.389507972408,14.059273576889
-2.5000000000001,-0.93726524093586,-8.2058286698842,7.2685634289484
-2.4900000000001,-1.5435770506752,-1.8693872760433,0.32581022536808
-2.4800000000001,-2.1393351226519,4.5028900303747,-6.6422251530266
-2.4700000000001,-2.7148606078698,10.801117368782,-13.515977976652
-2.4600000000001,-3.2607834841423,16.921341384868,-20.18212486901
-2.4500000000001,-3.7681906654803,22.758926483525,-26.527117149006
-2.4400000000001,-4.2287669110127,28.211417624455,-32.440184535468
-2.4300000000001,-4.6349263108634,33.17684476302,-37.811771073883
-2.4200000000001,-4.9799322750149,37.557154123193,-42.537086398208
-2.4100000000001,-5.2580041325054,41.273312127395,-46.531316259901
-2.4000000000001,-5.4644086594718,44.26189818285,-49.726306842322
-2.3900000000001,-5.5955350922312,46.480302369405,-52.075837461636
-2.3800000000001,-5.6489524420498,47.90835018445,-53.557302626499
-2.3700000000001,-5.6234482073614,48.537419481632,-54.160867688993
-2.3600000000001,-5.5190478725713,48.362459445485,-53.881507318056
-2.3500000000001,-5.3370148855973,47.381799271094,-52.718814156692
-2.3400000000001,-5.0798311141562,45.599438722959,-50.679269837116
-2.3300000000001,-4.7511580886767,43.026574776662,-47.777732865339
-2.3200000000001,-4.3557796427236,39.69123723755,-44.047016880274
-2.3100000000001,-3.899526855197,35.643590736523,-39.54311759172
-2.3000000000001,-3.3891864776854,30.955360652856,-34.344547130542
-2.2900000000001,-2.8323942908017,25.715678825588,-28.54807311639
-2.2800000000001,-2.2375150710174,20.024189351387,-22.261704422404
-2.2700000000001,-1.6135110606733,13.983540423064,-15.597051483737
-2.2600000000001,-0.96980101516027,7.6968399470189,-8.6666409621792
-2.2500000000001,-0.31611204987302,1.2702078703205,-1.5863199201935
-2.2400000000001,0.33767337690361,-5.1888277824972,5.5265011594008
-2.2300000000001,0.98167293230375,-11.565743534944,12.547416467248
-2.2200000000001,1.6061598768497,-17.739648406838,19.345808283688
-2.2100000000001,2.2017160805474,-23.589757968236,25.791474048784
-2.2000000000001,2.7593801742357,-29.00362927441,31.763009448646
-2.1900000000001,3.2707885000329,-33.886879311231,37.157667811264
-2.1800000000001,3.7283066382804,-38.16139784492,41.8897044832
-2.1700000000001,4.1251494369915,-41.769465816288,45.89461525328
-2.1600000000001,4.4554876511324,-44.67037816732,49.125865818452
-2.1500000000001,4.7145395102253,-46.827432227079,51.541971737304
-2.1400000000001,4.8986457704478,-48.207041005237,53.105686775684
